Country,Province/Territory,District/Agency,Region Type,Date,Indicators,Values,Unit
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Percentage of men age 15 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Percentage of men age 15 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Percentage of men age 15 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of men age 15 years or more in Urban Area,419,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of men age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of men age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of men age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of men age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of men age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of men age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of men age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of men age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of men age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of men age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of men age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of men age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Percentage of Women age 15 years or more who are literate in Urban Area,27.5,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Percentage of Women age 15 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Percentage of Women age 15 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Percentage of Women age 15 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Percentage of Women age 15 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Percentage of Women age 15 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Percentage of Women age 15 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Percentage of Women age 15 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Percentage of Women age 15 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Percentage of Women age 15 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Percentage of Women age 15 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Percentage of Women age 15 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Percentage of Women age 15 years or more who are literate in Urban Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Women age 15 years or more in Urban Area,426,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Women age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Women age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Women age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Women age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Women age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Women age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Women age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Women age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Women age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Women age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Women age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Women age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Percentage of household members age 15 years or more in Urban Area who are literate,49.2,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Percentage of household members age 15 years or more in Urban Area who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Percentage of household members age 15 years or more in Urban Area who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Percentage of household members age 15 years or more in Urban Area who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Percentage of household members age 15 years or more in Urban Area who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Percentage of household members age 15 years or more in Urban Area who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Percentage of household members age 15 years or more in Urban Area who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Percentage of household members age 15 years or more in Urban Area who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Percentage of household members age 15 years or more in Urban Area who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Percentage of household members age 15 years or more in Urban Area who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Percentage of household members age 15 years or more in Urban Area who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Percentage of household members age 15 years or more in Urban Area who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Percentage of household members age 15 years or more in Urban Area who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of household members age 15 years or more in Urban Area,845,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of household members age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of household members age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of household members age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of household members age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of household members age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of household members age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of household members age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of household members age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of household members age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of household members age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of household members age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of household members age 15 years or more in Urban Area,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Percentage men age 15 years or more who are literate in Rural Area,34.1,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Percentage men age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Percentage men age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Percentage men age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Percentage men age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Percentage men age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Percentage men age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Percentage men age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Percentage men age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Percentage men age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Percentage men age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Percentage men age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Percentage men age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of men age 15 years or more in Rural Area,8841,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of men age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of men age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of men age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of men age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of men age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of men age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of men age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of men age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of men age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of men age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of men age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of men age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Percentage of Women age 15 years or more who are literate in Rural Area,5.6,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Percentage of Women age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Percentage of Women age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Percentage of Women age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Percentage of Women age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Percentage of Women age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Percentage of Women age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Percentage of Women age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Percentage of Women age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Percentage of Women age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Percentage of Women age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Percentage of Women age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Percentage of Women age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Women age 15 years or more in Rural Area,7926,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Women age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Women age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Women age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Women age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Women age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Women age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Women age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Women age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Women age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Women age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Women age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Women age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Percentage of household members age 15 years or more who are literate in Rural Area,20.6,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Percentage of household members age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Percentage of household members age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Percentage of household members age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Percentage of household members age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Percentage of household members age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Percentage of household members age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Percentage of household members age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Percentage of household members age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Percentage of household members age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Percentage of household members age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Percentage of household members age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Percentage of household members age 15 years or more who are literate in Rural Area,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of household members age 15 years or more in Rural Area,16767,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of household members age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of household members age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of household members age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of household members age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of household members age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of household members age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of household members age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of household members age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of household members age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of household members age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of household members age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of household members age 15 years or more in Rural Area,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Percentage of household members age 15 and 24 years or more who are illiterate,69.3,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Percentage of household members age 15 and 24 years or more who are illiterate,75,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Percentage of household members age 15 and 24 years or more who are illiterate,84.9,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Percentage of household members age 15 and 24 years or more who are illiterate,83.8,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Percentage of household members age 15 and 24 years or more who are illiterate,52.9,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Percentage of household members age 15 and 24 years or more who are illiterate,88.7,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Percentage of household members age 15 and 24 years or more who are illiterate,53.1,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Percentage of household members age 15 and 24 years or more who are illiterate,81.8,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Percentage of household members age 15 and 24 years or more who are illiterate,61.2,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Percentage of household members age 15 and 24 years or more who are illiterate,61.3,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Percentage of household members age 15 and 24 years or more who are illiterate,77,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Percentage of household members age 15 and 24 years or more who are illiterate,74.8,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Percentage of household members age 15 and 24 years or more who are illiterate,67.8,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Percentage of household members age 15 and 24 years or more who are literate,30.7,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Percentage of household members age 15 and 24 years or more who are literate,25,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Percentage of household members age 15 and 24 years or more who are literate,15.1,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Percentage of household members age 15 and 24 years or more who are literate,16.2,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Percentage of household members age 15 and 24 years or more who are literate,47.1,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Percentage of household members age 15 and 24 years or more who are literate,11.3,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Percentage of household members age 15 and 24 years or more who are literate,46.9,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Percentage of household members age 15 and 24 years or more who are literate,18.2,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Percentage of household members age 15 and 24 years or more who are literate,38.8,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Percentage of household members age 15 and 24 years or more who are literate,38.7,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Percentage of household members age 15 and 24 years or more who are literate,23,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Percentage of household members age 15 and 24 years or more who are literate,25.2,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Percentage of household members age 15 and 24 years or more who are literate,32.2,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of household members age 15 and 24 years or more,6353,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of household members age 15 and 24 years or more,676,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of household members age 15 and 24 years or more,438,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of household members age 15 and 24 years or more,235,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of household members age 15 and 24 years or more,476,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of household members age 15 and 24 years or more,300,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of household members age 15 and 24 years or more,499,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of household members age 15 and 24 years or more,99,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of household members age 15 and 24 years or more,885,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of household members age 15 and 24 years or more,740,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of household members age 15 and 24 years or more,737,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of household members age 15 and 24 years or more,662,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of household members age 15 and 24 years or more,606,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Percentage of household male members age 15 and 24 years or more who are illiterate,51.8,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Percentage of household male members age 15 and 24 years or more who are illiterate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Percentage of household male members age 15 and 24 years or more who are illiterate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Percentage of household male members age 15 and 24 years or more who are illiterate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Percentage of household male members age 15 and 24 years or more who are illiterate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Percentage of household male members age 15 and 24 years or more who are illiterate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Percentage of household male members age 15 and 24 years or more who are illiterate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Percentage of household male members age 15 and 24 years or more who are illiterate,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Percentage of household male members age 15 and 24 years or more who are illiterate,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Percentage of household male members age 15 and 24 years or more who are illiterate,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Percentage of household male members age 15 and 24 years or more who are illiterate,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Percentage of household male members age 15 and 24 years or more who are illiterate,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Percentage of household male members age 15 and 24 years or more who are illiterate,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Percentage of household male members age 15 and 24 years or more who are literate,48.2,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Percentage of household male members age 15 and 24 years or more who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Percentage of household male members age 15 and 24 years or more who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Percentage of household male members age 15 and 24 years or more who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Percentage of household male members age 15 and 24 years or more who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Percentage of household male members age 15 and 24 years or more who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Percentage of household male members age 15 and 24 years or more who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Percentage of household male members age 15 and 24 years or more who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Percentage of household male members age 15 and 24 years or more who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Percentage of household male members age 15 and 24 years or more who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Percentage of household male members age 15 and 24 years or more who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Percentage of household male members age 15 and 24 years or more who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Percentage of household male members age 15 and 24 years or more who are literate,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of male household members age 15 and 24 years or more,3269,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of male household members age 15 and 24 years or more,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of male household members age 15 and 24 years or more,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of male household members age 15 and 24 years or more,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of male household members age 15 and 24 years or more,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of male household members age 15 and 24 years or more,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of male household members age 15 and 24 years or more,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of male household members age 15 and 24 years or more,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of male household members age 15 and 24 years or more,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of male household members age 15 and 24 years or more,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of male household members age 15 and 24 years or more,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of male household members age 15 and 24 years or more,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of male household members age 15 and 24 years or more,,Number
